order_id,customer_id,order_date,status,shipping_method,payment_terms,department,shipping_address,shipping_city,shipping_postal_code,expected_delivery
SO9d7eeabb,Ce80237a3,2024-01-07,Neu,Express,Net60,Finanzen,Krauseallee 86,Gadebusch,06411,2024-01-15
SOf0cfe4f6,C846484d1,2023-08-22,Abgeschlossen,Express,Net60,Vertrieb,Ortwin-Weiß-Gasse 690,Viersen,33241,2023-08-29
SObbe03995,Cf8b4383e,2024-07-30,Neu,Standard,Immediate,Finanzen,Stumpfstr. 5/3,Calau,17276,2024-08-09
SOb15fcb2d,C0cb40719,2023-06-09,In Bearbeitung,Express,Immediate,IT,Heide-Henschel-Weg 24,Eichstätt,70502,2023-06-22
SO55a26606,Cccb7af4a,2024-02-23,Abgeschlossen,Premium,Net30,Produktion,Gerhardt-Salz-Ring 7/8,Saarbrücken,43597,2024-03-04
SOcb110487,C6e1dd11f,2023-06-20,Storniert,Premium,Net45,IT,Mansgasse 8/3,Mayen,96366,2023-07-04
SOa1a6a875,C208d4251,2023-02-03,In Bearbeitung,Premium,Net60,Vertrieb,Rahel-Tröst-Gasse 5,Kamenz,19700,2023-02-17
SO4707cd76,C16aa833e,2024-03-11,In Bearbeitung,Standard,Net45,HR,Hornichstraße 4,Saarbrücken,00022,2024-03-19
SO85e4b19a,Cf92b9ef9,2023-08-25,Neu,Premium,Net30,Produktion,Heinplatz 24,Pirmasens,09319,2023-09-05
SO4406b9d3,C1b40d757,2024-04-12,Abgeschlossen,Premium,Net60,IT,Friedemann-Meyer-Weg 5/5,Perleberg,42970,2024-04-17
SO71c573ef,Ca14a6d03,2023-04-27,Abgeschlossen,Premium,Immediate,Einkauf,Henning-Hering-Weg 9/2,Strausberg,80979,2023-05-04
SO2779ab76,,2023-01-06,Neu,Standard,Immediate,IT,,,,2023-01-19
SOd144b389,C074fd1fe,2024-09-25,Abgeschlossen,Standard,Immediate,IT,Silvia-Hübel-Gasse 6/9,Bad Liebenwerda,98886,2024-10-03
SO6349d635,Cf7d98e3f,2024-03-07,Abgeschlossen,Premium,Immediate,Vertrieb,Winklergasse 6,Borna,78151,2024-03-12
SO3f8502ae,,2024-06-04,Storniert,Express,Net60,IT,,,,2024-06-12
SOf5c68088,C12ba5ea5,2024-06-30,Abgeschlossen,Standard,Net45,Produktion,Ralf-Weinhold-Weg 860,Gunzenhausen,32754,2024-07-08
SOc781ef96,Cc2f96476,2023-10-27,Abgeschlossen,Economy,Net60,Finanzen,Giuseppina-Heydrich-Gasse 16,Eisenach,56875,2023-10-31
SO473a7200,C3efad3f9,2023-01-09,Abgeschlossen,Standard,Net45,Einkauf,Schmidtkering 07,Bruchsal,20345,2023-01-18
SOa9d3e7bb,Ca0780042,2024-06-17,Storniert,Economy,Net45,Einkauf,Knappeplatz 21,Crailsheim,42877,2024-06-23
SOdeef73f1,C93c31129,2024-02-21,Abgeschlossen,Express,Immediate,Einkauf,Ullrichstraße 05,Flöha,66256,2024-02-28
SO527a4482,C6e1dd11f,2023-09-19,Abgeschlossen,Economy,Net45,IT,Mansgasse 8/3,Mayen,96366,2023-10-03
SO70eac8c6,C38361d92,2024-12-10,Abgeschlossen,Economy,Net45,Vertrieb,Inge-Vollbrecht-Straße 5/7,Wesel,78380,2024-12-15
SOccef0a09,,2024-11-11,Storniert,Express,Net45,Vertrieb,,,,2024-11-23
SOd9da8f08,C3f843499,2023-12-12,Abgeschlossen,Standard,Immediate,Finanzen,Siegmar-Dörr-Allee 45,Ingolstadt,72649,2023-12-19
SOb438d5a9,C9670ea64,2024-12-20,In Bearbeitung,Standard,Net60,Vertrieb,Nermin-Hövel-Ring 6/5,Anklam,32787,2024-12-30
SO0fb98179,Cc2f96476,2024-03-03,In Bearbeitung,Premium,Net60,Finanzen,Giuseppina-Heydrich-Gasse 16,Eisenach,56875,2024-03-11
SOb35df981,C37903667,2024-07-01,Abgeschlossen,Premium,Immediate,Vertrieb,Rolf-Dieter-Otto-Straße 02,Fallingbostel,69611,2024-07-05
SO9c7123f1,Cc73ccd64,2023-11-23,Abgeschlossen,Express,Immediate,Vertrieb,Lissi-Junitz-Weg 9,Querfurt,25668,2023-11-30
SOe569a786,Cf5ed7b3f,2024-04-25,Abgeschlossen,Economy,Immediate,Einkauf,Wesackallee 35,Meiningen,83241,2024-05-05
SO58d1cd56,C2745d577,2023-06-02,In Bearbeitung,Standard,Net30,Einkauf,Lindnerstraße 3,Lichtenfels,80488,2023-06-09
SO2d382dda,,2023-07-14,Abgeschlossen,Standard,Net45,HR,,,,2023-07-24
SO0f4536e9,C0641716f,2024-07-09,Abgeschlossen,Economy,Net30,Produktion,Friedericke-Stoll-Platz 8,Olpe,72629,2024-07-23
SO89b291c1,C074fd1fe,2024-01-13,Abgeschlossen,Express,Immediate,IT,Silvia-Hübel-Gasse 6/9,Bad Liebenwerda,98886,2024-01-22
SO60ad5b3a,C5c74d310,2023-11-28,Abgeschlossen,Economy,Net45,HR,Laszlo-Beer-Allee 5/5,Lübz,64486,2023-12-02
SO637697e4,C2b4198e0,2023-03-04,Abgeschlossen,Economy,Net60,IT,Scholzallee 6,Hechingen,09114,2023-03-12
SO3544c13f,C732530f3,2023-09-13,Neu,Express,Net30,Einkauf,Anatoli-Jessel-Ring 4,Ebersberg,15850,2023-09-24
SOf705652a,Cca6a5fc0,2024-02-13,In Bearbeitung,Premium,Net30,Vertrieb,Scheibestr. 760,Strasburg,71626,2024-02-23
SOe3289035,C275f50b1,2023-12-02,In Bearbeitung,Standard,Net30,Vertrieb,Dörschnerplatz 3/1,Germersheim,68843,2023-12-05
SO479b2e0b,Caad1aa13,2023-01-17,Storniert,Economy,Net30,Finanzen,Patberggasse 1/2,Hamburg,36750,2023-01-31
SO4fa983a1,C138a901b,2023-10-20,Abgeschlossen,Economy,Net30,Finanzen,Junckenstraße 1/9,Amberg,22886,2023-10-23
SO198af8c3,C724c4e71,2024-04-15,In Bearbeitung,Express,Net30,IT,Cornelia-Stumpf-Straße 3,Tirschenreuth,89544,2024-04-21
SOb2993087,Cfbe3e017,2023-01-12,Abgeschlossen,Economy,Net45,Finanzen,Peggy-Wernecke-Ring 491,Staßfurt,50173,2023-01-19
SO26b70b7b,C5c74d310,2024-02-28,In Bearbeitung,Standard,Net45,HR,Laszlo-Beer-Allee 5/5,Lübz,64486,2024-03-06
SO54a9f687,C7c206597,2023-01-05,Neu,Premium,Net30,HR,Marcel-Holsten-Gasse 98,Gräfenhainichen,19030,2023-01-19
SO4fef6cb7,C0b7bb4bc,2024-10-28,Abgeschlossen,Economy,Net60,IT,Veronica-Gunpf-Ring 1/4,Regensburg,41895,2024-10-31
SO755abed5,C18de9483,2024-10-19,Abgeschlossen,Premium,Immediate,HR,Änne-Finke-Gasse 846,Böblingen,23001,2024-10-30
SO78c35b98,C80d63928,2023-07-28,Neu,Premium,Net45,Produktion,Hansjörg-Ring-Allee 8/6,Burglengenfeld,25754,2023-08-03
SO5326fa33,C6e13dd23,2024-09-07,Abgeschlossen,Premium,Immediate,Vertrieb,Evamaria-Renner-Ring 61,Cuxhaven,81681,2024-09-14
SO9e9c3902,,2024-04-14,In Bearbeitung,Express,Immediate,IT,,,,2024-04-17
SO2fc709d7,C6e1dd11f,2023-11-08,Abgeschlossen,Economy,Net45,IT,Mansgasse 8/3,Mayen,96366,2023-11-19
SOeebb6b62,C3275bcae,2024-12-15,Abgeschlossen,Premium,Net45,Einkauf,Rennerstr. 1/2,Herford,92356,2024-12-26
SO9e3a09a2,C208d4251,2023-12-17,Abgeschlossen,Economy,Net60,Vertrieb,Rahel-Tröst-Gasse 5,Kamenz,19700,2023-12-24
SO22536c09,Ccc22c52a,2023-08-24,Storniert,Economy,Net45,Finanzen,Evelin-Römer-Straße 3/7,Wolfenbüttel,40840,2023-08-27
SOa28de32c,,2023-04-16,In Bearbeitung,Standard,Immediate,Vertrieb,,,,2023-04-22
SO53328fc2,Ce17b4857,2023-12-23,Abgeschlossen,Standard,Immediate,Produktion,Gudegasse 35,Gerolzhofen,28992,2023-12-29
SOcf2d4b0e,C5bd787f1,2023-07-11,Abgeschlossen,Standard,Net30,Einkauf,Heinz-Gerd-Mangold-Allee 62,Hannover,61654,2023-07-20
SO8af15a7c,Cd6f978c2,2023-02-09,Neu,Economy,Net30,IT,Andrzej-Kreusel-Weg 37,Wertingen,67905,2023-02-15
SO63c0b07f,Cbab00c56,2023-03-18,Abgeschlossen,Express,Net30,Produktion,Ottostraße 3/7,Rudolstadt,74612,2023-03-30
SO4b28dbe2,C03a98fb3,2023-06-25,Abgeschlossen,Express,Immediate,HR,Trubinstraße 5,Säckingen,51192,2023-07-02
SOfef30009,Cbbd2eaf2,2024-09-28,In Bearbeitung,Express,Immediate,Vertrieb,Hamannallee 0/8,Bitterfeld,16942,2024-10-09
SO1290e7d6,C3b214d0c,2023-02-20,Abgeschlossen,Standard,Net45,Finanzen,Schleichplatz 3,Arnstadt,27336,2023-02-27
SO05e997e0,,2024-06-12,Abgeschlossen,Express,Immediate,Produktion,,,,2024-06-18
SOa0bd55f1,Cb0fb7360,2023-11-01,In Bearbeitung,Standard,Net60,IT,Marietta-Heidrich-Straße 93,Werdau,25728,2023-11-13
SOd3fb0071,Cddb5b335,2023-11-16,Abgeschlossen,Standard,Immediate,Produktion,Frieder-Häring-Allee 9,Pfaffenhofen an der Ilm,82691,2023-11-21
SO3e213dde,C1d070d6e,2024-01-10,Abgeschlossen,Standard,Net60,Einkauf,Drubplatz 5/0,Marienberg,67927,2024-01-21
SO171a25cc,C12619206,2023-03-24,Abgeschlossen,Standard,Net45,Produktion,Gudering 020,Riesa,15654,2023-04-01
SO7c30cbbc,C6d8ea5e4,2023-06-10,In Bearbeitung,Standard,Net45,Produktion,Ewa-Mitschke-Weg 8/6,Suhl,36443,2023-06-21
SO51aef428,C03a98fb3,2024-11-15,Storniert,Express,Immediate,HR,Trubinstraße 5,Säckingen,51192,2024-11-27
SOf2e17f88,C9f23f455,2024-07-11,Abgeschlossen,Economy,Net60,Vertrieb,Urte-Trüb-Allee 8/1,Wetzlar,06259,2024-07-20
SO48e896c5,Cf8b4383e,2024-03-18,In Bearbeitung,Economy,Immediate,Finanzen,Stumpfstr. 5/3,Calau,17276,2024-04-01
SO9de3e0e1,C42e5a792,2024-02-01,Neu,Express,Net60,Einkauf,Zahnring 6,Sonneberg,58768,2024-02-11
SOfe3ceaee,Cda8e4736,2024-07-02,Abgeschlossen,Premium,Immediate,Vertrieb,Mirjam-Aumann-Allee 97,Oberviechtach,56295,2024-07-14
SO62b29f00,Cca45c3ff,2023-04-29,Abgeschlossen,Standard,Net60,Finanzen,Elfie-Junck-Gasse 907,Potsdam,98445,2023-05-11
SO45f94ba1,C12ba5ea5,2023-08-19,Storniert,Express,Net45,Produktion,Ralf-Weinhold-Weg 860,Gunzenhausen,32754,2023-08-29
SOd669b67b,,2024-08-28,Neu,Standard,Net30,Finanzen,,,,2024-09-01
SOb8e4e660,C3eb6018e,2023-11-27,In Bearbeitung,Standard,Immediate,Einkauf,Ian-Schmiedt-Ring 318,Hechingen,54916,2023-12-09
SOcdcdbb10,C6823df44,2024-10-09,Abgeschlossen,Standard,Net30,IT,Lachmannallee 72,Wunsiedel,96007,2024-10-14
SO0a28673a,C3d3a92f2,2023-02-18,Abgeschlossen,Premium,Net45,Finanzen,Schulzstraße 5,Mühlhausen,98869,2023-03-04
SO8e808ab9,C732530f3,2023-12-04,Abgeschlossen,Premium,Net30,Einkauf,Anatoli-Jessel-Ring 4,Ebersberg,15850,2023-12-07
SO3b578730,C71d6670a,2023-02-15,Abgeschlossen,Express,Net30,HR,Carolin-Weihmann-Ring 32,Bersenbrück,39852,2023-02-25
SO33fddb10,C791dd684,2024-12-01,In Bearbeitung,Express,Immediate,IT,Ruthild-Trommler-Platz 271,Chemnitz,36295,2024-12-06
SOd1741db1,Cc105970a,2024-06-09,Abgeschlossen,Economy,Net30,IT,Reinhardtweg 0/2,Pirmasens,38435,2024-06-12
SO1717d24b,Cf8b4383e,2024-04-17,In Bearbeitung,Economy,Immediate,Finanzen,Stumpfstr. 5/3,Calau,17276,2024-05-01
SO25f1e6cf,C86091f04,2024-03-22,Neu,Premium,Net60,Vertrieb,Belinda-Junitz-Platz 7,Berlin,98933,2024-04-03
SO2fd83eb0,Ca6fb2402,2024-10-20,Abgeschlossen,Standard,Immediate,HR,Bohlanderring 1,Riesa,83123,2024-10-26
SO4840fd5e,Caa20bb87,2024-12-19,Abgeschlossen,Express,Net30,HR,Lehmanngasse 2,Wanzleben,17135,2024-12-23
SO88c2b09a,C868f6ecf,2023-04-17,Abgeschlossen,Premium,Net45,IT,Huhnstr. 2/4,Burglengenfeld,07348,2023-04-21
SOfebd56fa,Cddb5b335,2024-04-10,In Bearbeitung,Express,Immediate,Produktion,Frieder-Häring-Allee 9,Pfaffenhofen an der Ilm,82691,2024-04-24
SO6fba41e6,C99bf0109,2024-09-03,Abgeschlossen,Premium,Net30,IT,Dolores-Fiebig-Straße 572,Schwarzenberg,39271,2024-09-17
SO0711ed0d,C71d6670a,2024-12-19,Storniert,Express,Net30,HR,Carolin-Weihmann-Ring 32,Bersenbrück,39852,2025-01-01
SOd51c19fd,C3f843499,2024-03-06,Abgeschlossen,Premium,Immediate,Finanzen,Siegmar-Dörr-Allee 45,Ingolstadt,72649,2024-03-13
SOc7fdd2e3,Cde58dcd9,2024-11-02,In Bearbeitung,Premium,Net30,HR,Trubring 2,Rastatt,82510,2024-11-11
SO6213afb1,C81185451,2024-04-29,Storniert,Economy,Net60,IT,Susana-Geisel-Ring 6/0,Weißenfels,93279,2024-05-10
SO51200d8c,C13afda51,2023-05-28,Abgeschlossen,Economy,Immediate,Finanzen,Stadelmannring 7/5,Luckenwalde,04063,2023-06-06
SO664f1a52,C96c2fc47,2024-12-30,Neu,Express,Net45,Finanzen,Dietzallee 6/8,Roding,15331,2025-01-02
SO35993d83,Cf5ed7b3f,2023-07-16,Abgeschlossen,Standard,Immediate,Einkauf,Wesackallee 35,Meiningen,83241,2023-07-30
SO64757b11,Cf71d2fa1,2024-06-30,In Bearbeitung,Premium,Net45,Finanzen,H.-Dieter-Mälzer-Straße 2,Malchin,60534,2024-07-12
SOb264e0a7,,2024-04-05,Abgeschlossen,Standard,Immediate,Einkauf,,,,2024-04-14
SOb2818e13,C1252c1b1,2024-11-26,Abgeschlossen,Premium,Net60,IT,Arzu-Schuchhardt-Weg 9/0,Weißenfels,29589,2024-12-03
SO0e4bf6c7,Cca45c3ff,2024-07-22,Abgeschlossen,Premium,Net60,Finanzen,Elfie-Junck-Gasse 907,Potsdam,98445,2024-07-25
SO1c5591ef,,2024-06-07,Abgeschlossen,Express,Net30,HR,,,,2024-06-15
SO4e3f4962,C73e2fe44,2023-05-31,Abgeschlossen,Premium,Net30,Einkauf,Hansjürgen-Stiffel-Gasse 76,Mallersdorf,05293,2023-06-04
SO5b3bf5ce,Ce02f09fc,2024-11-25,In Bearbeitung,Premium,Net30,Finanzen,Carmela-Hauffer-Allee 79,Nordhausen,10540,2024-11-28
SO29105913,C3275bcae,2024-10-24,Abgeschlossen,Express,Net45,Einkauf,Rennerstr. 1/2,Herford,92356,2024-10-27
SOe1b97621,C303ae767,2024-09-21,Abgeschlossen,Express,Net45,Vertrieb,Ernst-Dieter-Gumprich-Platz 1,Zossen,68203,2024-09-30
SO7d6a001c,C1bcb89ea,2024-11-03,Abgeschlossen,Express,Net60,HR,Drewesgasse 2,Norden,84998,2024-11-12
SO3e0169d5,C33fee75a,2024-10-20,Abgeschlossen,Standard,Net60,Vertrieb,Suse-Trommler-Straße 57,Stollberg,55341,2024-10-30
SO82226747,C2212de05,2023-06-03,Abgeschlossen,Economy,Net30,Produktion,Gertrud-Bolzmann-Straße 9/3,Lübben,02355,2023-06-14
SOa6a81c15,Ca5ca84fd,2024-08-25,Abgeschlossen,Premium,Net45,Finanzen,Harloffallee 57,Burglengenfeld,56470,2024-09-07
SO6edf423a,C0b362343,2024-07-14,Abgeschlossen,Economy,Net60,Einkauf,Mohauptallee 575,Bayreuth,69313,2024-07-23
SO8383c9c0,C967d50a7,2023-02-14,Storniert,Economy,Net60,Produktion,Stefani-Trubin-Gasse 08,Bützow,31958,2023-02-27
SOc3ed8a1a,C31bd71a6,2024-12-10,Abgeschlossen,Standard,Immediate,Vertrieb,Weinholdring 47,Beeskow,97556,2024-12-20
SOf7913d1f,Cf02cd960,2023-08-25,Neu,Premium,Net45,Finanzen,Geislerstr. 09,Ahaus,57787,2023-08-28
SOd3ac79b4,Cf92b9ef9,2024-07-21,Abgeschlossen,Premium,Net30,Produktion,Heinplatz 24,Pirmasens,09319,2024-08-01
SO5e298ffb,C80d63928,2024-09-23,Abgeschlossen,Standard,Net45,Produktion,Hansjörg-Ring-Allee 8/6,Burglengenfeld,25754,2024-09-30
SOd1551cad,Ce38cd301,2023-01-17,Abgeschlossen,Standard,Net30,Einkauf,Hornichstraße 655,Garmisch-Partenkirchen,92425,2023-01-29
SOf29989ef,C0641716f,2024-07-15,Neu,Economy,Net30,Produktion,Friedericke-Stoll-Platz 8,Olpe,72629,2024-07-27
SO19799c38,Cf4a92678,2023-05-31,In Bearbeitung,Premium,Net30,Vertrieb,Mälzerstraße 2/9,Pirmasens,54479,2023-06-11
SO500692ed,Cdfca3639,2024-11-09,Neu,Standard,Immediate,Vertrieb,Adolphgasse 7,Göppingen,44477,2024-11-23
SO656fee8f,C8edb23e1,2023-03-12,Abgeschlossen,Standard,Net30,Finanzen,Patricia-Riehl-Straße 178,Gerolzhofen,98994,2023-03-24
SO0c0e687a,C5ba38685,2023-02-15,Storniert,Premium,Net30,Finanzen,Hans-Jochen-Stadelmann-Allee 8,Ansbach,01667,2023-02-26
SO734d2ac0,C37903667,2024-09-29,In Bearbeitung,Economy,Immediate,Vertrieb,Rolf-Dieter-Otto-Straße 02,Fallingbostel,69611,2024-10-06
SOa455c446,C5faf8fa4,2023-09-13,Abgeschlossen,Premium,Immediate,Produktion,Margrafring 4,Eisleben,58853,2023-09-22
SO62c2ff51,Cbbd2eaf2,2023-02-20,Abgeschlossen,Premium,Immediate,Vertrieb,Hamannallee 0/8,Bitterfeld,16942,2023-02-23
SO10f96e26,Ccb63ede4,2024-06-03,Storniert,Premium,Net60,Finanzen,Isabel-Fischer-Gasse 4,Göttingen,82330,2024-06-08
SO92e75970,,2023-11-16,Abgeschlossen,Premium,Net60,Produktion,,,,2023-11-20
SO186620bf,C89e40436,2023-01-06,Abgeschlossen,Express,Net45,Vertrieb,Hans-Hinrich-Speer-Gasse 0,Bad Brückenau,92164,2023-01-13
SO23aa2d6a,C14fe74cd,2024-09-30,Abgeschlossen,Premium,Net60,HR,Carlos-Hettner-Gasse 679,Gerolzhofen,87323,2024-10-04
SO04e9429a,Cf3039fb6,2024-07-24,Storniert,Economy,Net45,Produktion,Dehmelgasse 8,Tübingen,62313,2024-07-29
SO57f79cf7,C31bd71a6,2023-03-01,Abgeschlossen,Express,Immediate,Vertrieb,Weinholdring 47,Beeskow,97556,2023-03-12
SO6a9939ee,,2024-06-09,Abgeschlossen,Express,Immediate,Finanzen,,,,2024-06-15
SOf46f144b,C9670ea64,2024-09-01,Abgeschlossen,Premium,Net60,Vertrieb,Nermin-Hövel-Ring 6/5,Anklam,32787,2024-09-10
SO07290604,Cdfca3639,2023-03-15,Abgeschlossen,Express,Immediate,Vertrieb,Adolphgasse 7,Göppingen,44477,2023-03-24
SO6d21f966,C0b362343,2024-07-21,Abgeschlossen,Standard,Net60,Einkauf,Mohauptallee 575,Bayreuth,69313,2024-07-29
SOa592e986,C6e13dd23,2023-07-08,In Bearbeitung,Premium,Immediate,Vertrieb,Evamaria-Renner-Ring 61,Cuxhaven,81681,2023-07-19
SO45fc9651,C090d6a5d,2023-03-15,In Bearbeitung,Economy,Net30,Produktion,Södingstr. 6/9,Aschaffenburg,43476,2023-03-21
SO779227f3,Cf02cd960,2023-04-24,Abgeschlossen,Economy,Net45,Finanzen,Geislerstr. 09,Ahaus,57787,2023-05-08
SO0cfc4d9c,C149c3ed2,2024-07-27,Abgeschlossen,Premium,Net45,Vertrieb,H.-Dieter-Preiß-Allee 26,Aue,84887,2024-07-31
SOfd4082aa,C791dd684,2024-12-29,In Bearbeitung,Premium,Immediate,IT,Ruthild-Trommler-Platz 271,Chemnitz,36295,2025-01-12
SOa2e6aa1d,C8a588552,2023-04-22,Abgeschlossen,Standard,Net30,Finanzen,Frankering 9,Berlin,33535,2023-05-02
SO76a76e70,,2024-01-05,Neu,Premium,Net30,Finanzen,,,,2024-01-09
SO3a7ec48d,Cb7027054,2023-03-20,Abgeschlossen,Premium,Immediate,Finanzen,Casparplatz 16,Dachau,56541,2023-03-27
SOd4f17803,C9694b874,2023-12-05,In Bearbeitung,Economy,Immediate,HR,Weinhagegasse 2/7,Holzminden,70215,2023-12-11
SO71600204,,2024-07-26,Abgeschlossen,Standard,Net45,Vertrieb,,,,2024-08-01
SO6369ec79,Ca5ca84fd,2024-10-24,Abgeschlossen,Economy,Net45,Finanzen,Harloffallee 57,Burglengenfeld,56470,2024-11-05
SO0c651b9b,C33fee75a,2023-09-15,Abgeschlossen,Standard,Net60,Vertrieb,Suse-Trommler-Straße 57,Stollberg,55341,2023-09-21
SO16eea180,Ce2b8dd42,2023-08-03,Abgeschlossen,Premium,Immediate,Vertrieb,Concetta-Paffrath-Ring 1/6,Stadtroda,92254,2023-08-11
SO6eea9f15,Cc2f96476,2024-03-28,In Bearbeitung,Express,Net60,Finanzen,Giuseppina-Heydrich-Gasse 16,Eisenach,56875,2024-04-06
SO2e6ff484,Ca0780042,2024-02-26,In Bearbeitung,Premium,Net45,Einkauf,Knappeplatz 21,Crailsheim,42877,2024-03-10
SO80b99f25,C1e3f9dc2,2023-08-15,Abgeschlossen,Premium,Immediate,HR,Schinkeplatz 6,Erbisdorf,56716,2023-08-19
SOb6a047e1,C14fe74cd,2023-07-15,Abgeschlossen,Premium,Net60,HR,Carlos-Hettner-Gasse 679,Gerolzhofen,87323,2023-07-26
SO68cbfcd9,C074fd1fe,2024-08-22,Abgeschlossen,Premium,Immediate,IT,Silvia-Hübel-Gasse 6/9,Bad Liebenwerda,98886,2024-08-31
SOf3a49770,C89e40436,2023-02-13,In Bearbeitung,Economy,Net45,Vertrieb,Hans-Hinrich-Speer-Gasse 0,Bad Brückenau,92164,2023-02-17
SO82f9538b,C791dd684,2023-11-19,Abgeschlossen,Economy,Immediate,IT,Ruthild-Trommler-Platz 271,Chemnitz,36295,2023-11-22
SOeba3baf6,,2023-09-22,Abgeschlossen,Standard,Net30,IT,,,,2023-09-28
SOf58e3e08,C208d4251,2023-06-10,Abgeschlossen,Economy,Net60,Vertrieb,Rahel-Tröst-Gasse 5,Kamenz,19700,2023-06-15
SOdfecae48,Ca6fb2402,2024-07-20,In Bearbeitung,Express,Immediate,HR,Bohlanderring 1,Riesa,83123,2024-08-01
SO41d4fd95,C93c31129,2024-08-14,Abgeschlossen,Express,Immediate,Einkauf,Ullrichstraße 05,Flöha,66256,2024-08-20
SOb05f5fd7,C5ba38685,2024-07-28,Abgeschlossen,Express,Net30,Finanzen,Hans-Jochen-Stadelmann-Allee 8,Ansbach,01667,2024-08-10
SO37058103,C88e85c67,2023-11-02,Neu,Standard,Immediate,HR,Denny-Stiffel-Allee 4,Ahaus,19799,2023-11-07
SO920ebb09,C9e5706df,2023-01-23,Abgeschlossen,Express,Net30,IT,Slavko-Mälzer-Allee 44,Kitzingen,47055,2023-02-02
SOd1f90b10,Caad1aa13,2023-10-28,Storniert,Express,Net30,Finanzen,Patberggasse 1/2,Hamburg,36750,2023-11-07
SO5100bb43,C93c31129,2023-10-26,In Bearbeitung,Express,Immediate,Einkauf,Ullrichstraße 05,Flöha,66256,2023-11-08
SO75c7701c,C73179274,2023-02-01,Abgeschlossen,Premium,Net45,IT,Liebeltplatz 8,Tecklenburg,68517,2023-02-11
SO11407812,C149c3ed2,2023-01-25,Storniert,Standard,Net45,Vertrieb,H.-Dieter-Preiß-Allee 26,Aue,84887,2023-02-04
SOa51c23ea,C074fd1fe,2024-06-07,Abgeschlossen,Express,Immediate,IT,Silvia-Hübel-Gasse 6/9,Bad Liebenwerda,98886,2024-06-21
SO17e0c690,C5faf8fa4,2023-01-05,In Bearbeitung,Express,Immediate,Produktion,Margrafring 4,Eisleben,58853,2023-01-15
SO2a57bd64,Ce6a2c2b8,2023-09-21,Abgeschlossen,Premium,Net60,IT,Theresia-Lübs-Platz 0,Wertingen,80053,2023-10-01
SO0a1e4acd,C6823df44,2024-05-11,Abgeschlossen,Economy,Net30,IT,Lachmannallee 72,Wunsiedel,96007,2024-05-15
SO6d4b5705,Ce02f09fc,2024-12-21,Abgeschlossen,Economy,Net30,Finanzen,Carmela-Hauffer-Allee 79,Nordhausen,10540,2024-12-27
SO035add38,,2023-01-01,Storniert,Economy,Net45,Vertrieb,,,,2023-01-05
SOd05575c7,C1dfe72e0,2024-08-23,Abgeschlossen,Premium,Net60,Vertrieb,Cläre-Trupp-Allee 266,Vilsbiburg,50984,2024-09-03
SO1cde8407,C37903667,2023-11-11,Abgeschlossen,Standard,Immediate,Vertrieb,Rolf-Dieter-Otto-Straße 02,Fallingbostel,69611,2023-11-17
SOa9467fea,Ce36428f7,2023-05-08,Abgeschlossen,Standard,Immediate,HR,Schulzplatz 8,Tecklenburg,55706,2023-05-16
SO52a0c247,Cc8eece15,2023-09-05,In Bearbeitung,Express,Immediate,HR,Trübgasse 01,Klötze,27174,2023-09-14
SOb2e84887,C5ba38685,2023-10-15,In Bearbeitung,Standard,Net30,Finanzen,Hans-Jochen-Stadelmann-Allee 8,Ansbach,01667,2023-10-27
SO2c20f48b,Cd492f8b7,2024-12-24,Abgeschlossen,Express,Net60,Vertrieb,Dimitrios-Otto-Platz 6,Hansestadttralsund,87920,2025-01-02
SOeefd9f94,Ca7e17d6d,2024-03-29,In Bearbeitung,Economy,Immediate,Einkauf,Stolzestr. 6,Eisleben,26809,2024-04-06
SO5a2210ea,C3a2079e7,2023-06-07,Neu,Premium,Net60,HR,Selim-Stey-Platz 81,Tübingen,64861,2023-06-20
SO66ca9c48,C3d3a92f2,2024-03-27,In Bearbeitung,Economy,Net45,Finanzen,Schulzstraße 5,Mühlhausen,98869,2024-04-06
SOa78e5335,Ca5ca84fd,2024-09-10,Abgeschlossen,Express,Net45,Finanzen,Harloffallee 57,Burglengenfeld,56470,2024-09-13
SOad421749,C37903667,2023-03-09,Storniert,Standard,Immediate,Vertrieb,Rolf-Dieter-Otto-Straße 02,Fallingbostel,69611,2023-03-17
SOe657b5e1,Cccb7af4a,2024-05-09,Neu,Economy,Net30,Produktion,Gerhardt-Salz-Ring 7/8,Saarbrücken,43597,2024-05-18
SO9a7d0d56,Cc8eece15,2023-04-14,Abgeschlossen,Economy,Immediate,HR,Trübgasse 01,Klötze,27174,2023-04-27
SO6f7945ae,C090d6a5d,2023-09-15,In Bearbeitung,Standard,Net30,Produktion,Södingstr. 6/9,Aschaffenburg,43476,2023-09-28
SOd644f8b0,Cca4b662a,2023-09-07,Storniert,Standard,Immediate,Vertrieb,Sabrina-Rust-Straße 83,Gifhorn,77427,2023-09-13
SOe622d477,C1d5b10d8,2024-10-23,Abgeschlossen,Premium,Net60,Finanzen,Trüballee 8,Garmisch-Partenkirchen,65226,2024-11-03
SO87cac980,Ce31a37ed,2023-03-29,Abgeschlossen,Standard,Net30,Produktion,Steuerstraße 050,Pfaffenhofen an der Ilm,96335,2023-04-07
SO647ccfe0,C3b214d0c,2023-10-16,Abgeschlossen,Express,Net45,Finanzen,Schleichplatz 3,Arnstadt,27336,2023-10-20
